daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
8,37,4,1,63,1,23,3,5,36,0
3,31,1,1,68,4,34,5,3,33,0
4,31,2,5,57,2,35,4,5,37,0
3,21,3,0,49,1,43,8,6,35,1
6,32,1,0,51,0,35,7,2,26,1
6,33,0,1,69,2,33,10,5,34,0
3,32,0,1,74,3,34,5,7,33,0
3,32,3,0,77,1,38,7,3,27,0
1,39,4,0,65,3,22,6,7,32,0
2,20,1,1,50,0,38,4,0,21,1
7,25,2,3,88,3,18,5,8,28,0
2,29,2,0,34,1,33,9,6,18,1
1,27,0,0,57,1,36,5,6,22,1
4,30,3,2,83,2,15,8,6,20,0
1,37,1,0,47,1,34,3,3,27,1
5,19,1,2,68,0,18,5,3,29,0
4,35,2,2,69,0,19,5,8,24,0
8,42,3,1,68,0,15,7,8,29,0
5,14,2,1,50,1,35,6,4,22,1
4,32,3,3,50,0,53,9,5,20,1
2,24,2,1,58,0,35,8,0,26,1
3,25,1,0,49,1,38,10,4,28,1
3,36,0,0,49,0,26,6,1,19,1
4,20,0,2,51,0,28,9,5,24,1
4,41,1,1,66,2,23,9,4,41,0
4,32,1,0,53,0,33,8,1,24,1
3,15,2,0,52,0,28,6,6,25,1
2,27,0,2,59,1,34,7,4,34,1
4,30,0,2,74,0,20,5,3,30,0
4,32,1,0,53,1,41,5,2,21,1
3,29,2,1,62,1,28,7,4,23,0
3,30,1,0,51,1,41,5,5,14,1
6,30,2,2,69,1,23,3,3,38,0
5,36,2,3,67,3,41,5,7,32,0
3,40,1,0,90,1,21,4,9,30,0
4,39,0,2,76,1,28,6,8,43,0
4,21,0,2,47,1,21,8,0,19,1
4,37,3,0,75,2,28,4,8,18,0
4,39,3,0,70,2,43,2,6,35,0
3,22,1,2,45,2,28,9,4,23,1
2,19,1,0,56,1,30,7,0,26,1
1,29,0,1,40,0,42,7,6,27,1
5,39,1,1,79,0,27,5,4,25,0
4,33,0,1,48,0,24,8,2,25,1
3,30,2,1,40,1,36,7,2,19,1
5,29,3,2,76,2,27,4,6,20,0
3,23,2,0,35,0,52,9,0,16,1
4,30,3,0,42,0,32,5,5,21,1
5,26,0,2,75,1,17,8,4,35,0
4,28,3,0,85,1,24,5,7,33,0
4,40,0,0,71,2,16,4,4,28,0
6,28,2,3,62,3,35,3,6,34,0
4,43,1,2,77,0,23,3,6,23,0
6,27,1,1,47,0,34,8,2,25,1
5,35,1,2,81,2,39,5,4,37,0
3,36,2,0,50,0,52,10,4,16,1
3,40,4,3,74,0,21,3,4,32,0
1,24,3,1,43,1,41,7,0,14,1
4,30,3,1,93,3,27,6,5,20,0
5,28,0,1,49,1,26,6,2,37,1
1,29,2,1,57,1,35,4,3,20,1
2,30,1,2,53,0,31,9,5,31,1
4,38,1,0,83,1,26,9,5,28,0
2,40,2,3,67,0,31,5,3,35,0
1,21,0,1,45,0,50,5,0,26,1
4,32,2,0,62,2,16,6,7,27,0
1,25,0,1,49,1,36,9,4,24,1
3,24,0,1,44,1,29,10,4,26,1
2,23,3,1,57,0,49,7,2,23,1
6,32,3,0,58,0,30,4,6,26,0
5,30,3,1,73,1,34,7,6,37,0
4,26,2,2,73,1,35,8,2,31,0
5,28,0,1,47,0,37,6,6,30,1
4,29,3,2,72,1,42,6,8,21,0
2,24,0,1,62,1,37,10,3,24,1
8,31,3,2,74,1,36,5,4,33,0
3,24,1,2,60,1,43,5,5,18,1
6,37,3,2,64,1,20,4,3,31,0
6,25,2,2,49,1,53,14,3,33,1
2,34,4,1,80,1,36,5,8,22,0
4,34,2,0,64,2,34,5,7,33,0
6,28,2,0,68,1,42,7,5,28,0
2,26,0,1,51,2,39,10,1,25,1
1,25,1,1,47,1,53,8,6,31,1
1,28,2,3,85,0,15,9,4,31,0
4,51,0,2,64,2,26,10,4,30,0
6,35,3,0,88,2,28,6,2,32,0
1,21,1,1,43,0,49,5,5,26,1
3,18,1,2,53,1,46,6,4,38,1
5,31,2,1,53,0,27,9,4,35,1
4,32,1,1,96,1,44,6,4,33,0
3,15,0,0,49,0,35,8,0,28,1
5,41,0,1,57,1,40,5,2,27,0
1,19,1,0,51,1,45,9,0,28,1
1,32,0,0,40,0,53,5,1,20,1
3,14,2,1,45,1,31,6,1,17,1
3,27,2,0,36,2,31,8,0,21,1
3,32,3,1,72,2,35,8,3,26,0
2,20,0,1,54,2,45,9,3,24,1
5,26,1,0,50,1,27,10,0,37,1
3,26,2,1,70,0,24,7,2,35,0
2,29,2,0,59,0,37,6,3,29,1
2,27,2,1,77,1,22,6,4,24,0
2,34,2,1,57,1,45,5,5,13,1
3,42,2,2,80,2,31,4,7,29,0
3,29,2,1,47,0,44,6,3,28,1
6,33,3,2,86,3,31,4,6,30,0
1,36,1,1,47,2,44,3,3,23,1
4,28,0,3,54,0,49,10,5,33,1
5,27,4,0,63,0,20,5,7,21,0
3,25,1,3,38,0,45,6,0,32,1
4,22,1,2,50,1,46,6,1,21,1
4,36,0,3,63,1,33,7,5,29,0
4,20,2,1,39,0,46,5,7,17,1
4,39,2,3,54,1,15,7,5,30,0
3,30,3,1,45,0,42,6,4,21,1
5,34,3,3,69,0,15,6,6,31,0
6,40,1,2,70,0,28,5,7,26,0
5,32,4,2,70,0,20,5,8,42,0
4,32,1,2,54,1,21,5,5,33,0
5,36,2,1,73,2,22,9,8,27,0
4,22,1,0,49,1,53,5,4,21,1
5,40,5,0,85,2,17,3,2,27,0
2,27,1,0,56,2,23,6,0,29,1
5,35,2,0,72,0,36,5,4,33,0
5,33,3,0,57,1,44,7,5,33,0
3,25,2,0,50,1,21,7,4,27,1
6,26,0,1,43,0,46,7,4,19,1
4,46,2,1,64,2,24,7,8,24,0
6,24,1,1,78,0,22,2,2,26,0
3,20,1,1,52,1,23,4,4,18,1
4,20,3,1,68,2,45,6,1,23,1
4,23,3,0,38,0,32,9,1,30,1
3,34,1,1,66,2,17,5,6,26,0
4,26,0,0,46,0,24,3,4,23,1
1,24,1,1,43,0,50,10,5,20,1
6,27,2,1,79,0,26,7,3,28,0
1,30,4,0,59,0,54,4,1,25,1
6,34,3,0,59,1,22,4,5,17,0
2,31,2,0,45,1,47,6,3,28,1
5,35,1,1,47,1,53,4,5,25,1
3,41,0,1,50,1,48,8,2,23,1
3,42,2,1,65,1,44,5,9,26,0
3,27,2,0,76,1,15,5,5,36,0
7,32,3,2,78,1,40,8,8,28,0
7,39,3,3,66,0,29,6,4,28,0
3,30,3,1,62,3,26,6,5,35,0
8,47,3,0,56,1,33,8,8,35,0
3,24,0,1,53,2,29,4,2,23,1
3,31,0,1,52,1,26,5,5,22,1
4,31,2,0,54,2,31,6,2,26,1
6,30,0,1,61,0,33,4,5,17,1
7,25,2,2,80,0,38,4,5,43,0
4,32,3,1,77,2,31,8,7,30,0
4,35,0,0,46,1,28,6,1,25,1
4,32,2,2,63,0,27,6,5,27,0
5,46,2,1,69,1,36,7,2,24,0
2,15,2,0,46,1,40,5,4,21,1
6,29,2,2,77,2,26,7,9,31,0
5,37,2,0,64,1,43,5,5,24,0
1,23,2,0,62,1,48,8,1,31,1
5,26,0,0,54,0,21,3,6,27,1
5,22,1,1,46,0,33,8,4,29,1
5,32,1,4,72,3,15,8,4,24,0
1,23,2,0,63,0,40,7,1,24,1
4,37,2,0,63,0,15,4,2,34,0
5,44,1,3,73,1,18,6,6,29,0
4,37,3,1,60,2,25,7,7,19,0
5,45,0,1,80,1,24,8,7,30,0
5,30,2,1,66,2,41,8,3,25,0
7,35,2,1,71,2,41,5,3,39,0
5,29,2,3,70,1,16,4,8,36,0
7,35,0,2,66,1,35,6,4,36,0
4,27,2,0,45,0,47,8,2,23,1
6,28,1,1,66,2,34,5,3,30,0
2,26,0,1,52,1,31,7,0,29,1
5,29,0,2,80,1,25,5,3,38,0
2,13,0,1,53,1,21,8,4,28,1
4,42,0,1,59,1,16,6,8,41,0
5,43,2,1,72,3,30,6,9,29,0
6,37,3,1,64,1,36,4,3,30,0
1,25,2,1,48,2,34,4,0,25,1
2,18,0,2,51,0,27,4,2,23,1
8,30,3,1,76,1,42,6,7,18,0
3,23,1,2,47,0,19,6,1,26,1
6,47,3,3,69,2,34,6,6,25,0
2,37,3,0,74,0,22,7,7,26,0
5,34,3,2,85,0,27,5,6,31,0
4,37,1,1,52,2,28,4,3,30,0
4,22,1,1,68,2,41,10,4,25,1
5,34,2,2,65,3,15,5,3,23,0
3,25,1,1,53,1,33,7,0,32,1
6,32,1,3,67,3,42,7,6,26,0
4,21,1,2,63,2,31,6,8,22,0
4,23,3,0,41,0,42,7,2,22,1
4,28,1,0,75,1,23,6,3,22,0
2,22,0,2,36,1,33,3,4,24,1
5,41,2,0,84,1,38,4,3,32,0
3,31,3,2,50,0,23,5,0,25,1
4,38,1,3,84,0,24,5,3,32,0
4,28,2,1,68,1,23,7,8,29,0
1,28,3,2,86,3,31,5,4,30,0
6,33,1,2,80,2,18,5,4,29,0
5,34,1,2,38,2,37,8,1,27,1
2,33,4,1,76,1,23,8,5,28,0
4,31,0,2,61,1,35,7,3,29,0
4,28,0,0,54,0,29,9,4,20,1
3,46,2,0,91,3,32,6,7,28,0
1,23,3,1,58,1,48,9,3,32,1
3,26,0,1,55,0,43,8,3,21,1
8,34,0,1,82,2,30,4,5,32,0
4,30,2,2,70,1,22,9,3,28,0
5,33,4,0,61,4,36,7,5,25,0
5,24,2,0,48,0,30,10,2,31,1
6,34,3,1,68,1,39,6,4,33,0
5,31,0,0,44,1,47,6,0,24,1
4,35,4,1,74,3,26,8,6,28,0
3,29,1,0,48,0,43,8,4,20,1
5,33,2,2,52,1,41,6,3,25,1
4,27,2,2,78,2,37,8,6,30,0
6,27,0,3,52,1,22,10,3,28,1
4,36,3,3,68,2,25,5,5,33,0
3,25,1,0,56,1,33,5,0,32,1
3,25,2,1,58,0,46,4,7,36,1
7,23,3,0,56,1,50,5,4,22,1
7,33,2,3,63,0,18,1,8,34,0
5,36,2,0,69,0,25,5,4,35,0
2,28,0,0,44,0,50,6,7,29,1
1,25,0,2,51,0,31,5,0,18,1
3,20,0,2,55,0,45,9,6,26,1
7,37,0,3,82,2,41,0,5,29,0
2,21,1,0,41,1,48,7,2,16,1
1,26,0,2,40,1,21,9,2,24,1
4,24,0,1,39,2,52,5,2,25,1
2,32,1,0,32,0,20,12,3,23,1
4,35,2,3,61,2,23,8,3,26,0
1,34,2,2,40,1,49,9,4,24,1
8,36,2,3,66,2,35,3,5,26,0
3,26,1,1,46,0,44,6,3,23,1
5,29,0,0,43,1,50,6,4,22,1
5,30,3,1,76,1,16,3,7,34,0
1,30,3,2,59,3,17,5,5,30,0
4,30,2,2,64,2,33,7,7,40,0
2,19,1,0,43,0,41,6,3,17,1
5,28,1,1,43,0,35,12,1,31,1
4,36,3,1,93,0,22,7,7,25,0
1,23,0,2,55,1,47,4,5,23,1
5,27,4,1,67,1,23,6,6,35,0
5,37,1,0,65,2,43,3,3,33,0
3,25,0,0,50,0,37,7,1,28,1
4,39,1,1,71,0,25,4,2,40,0
2,24,2,1,59,1,36,7,1,24,1
3,28,2,1,79,0,36,5,8,29,0
2,25,0,2,36,2,43,8,6,19,1
4,37,3,1,58,3,33,6,4,28,0
4,26,2,2,39,0,21,9,5,35,1
4,43,3,0,74,1,24,5,6,27,0
7,42,4,2,63,0,32,7,4,30,0
3,28,2,1,44,1,19,7,1,29,1
2,31,0,1,43,1,22,3,0,29,1
1,21,1,0,44,1,52,8,0,28,1
4,47,2,0,67,1,37,7,3,23,0
4,24,2,0,56,1,42,10,2,20,1
5,30,0,1,52,0,52,9,7,28,1
2,18,1,0,44,0,26,5,1,22,1
2,25,6,2,84,1,31,5,3,35,0
5,26,0,0,56,1,32,5,1,32,1
1,19,1,0,44,0,21,6,6,19,1
4,19,1,0,47,2,42,4,2,31,1
1,17,1,1,45,0,36,6,3,33,1
2,20,1,2,44,0,44,10,2,25,1
3,32,3,2,62,1,33,3,3,40,0
3,29,2,0,67,2,20,1,3,18,0
4,21,2,2,53,0,25,8,4,26,1
1,36,2,2,70,1,38,4,7,31,0
6,33,2,1,79,2,35,6,2,23,0
3,20,2,0,42,1,47,6,3,25,1
3,29,1,1,68,0,37,5,4,36,0
9,29,3,1,74,0,22,4,8,35,0
2,29,0,0,47,0,34,5,5,30,1
1,26,1,0,66,1,33,6,2,27,1
2,35,1,1,84,0,16,7,6,32,0
5,19,1,4,81,1,22,4,5,24,0
3,31,3,0,72,2,15,3,5,25,0
3,37,5,1,78,3,22,2,7,34,0
3,26,0,0,60,1,40,6,1,24,1
2,36,0,1,50,1,35,5,2,28,1
3,26,1,2,51,1,20,6,5,30,1
5,26,1,1,49,1,24,10,1,24,1
2,26,1,1,62,1,25,2,5,18,1
5,30,0,1,71,1,33,4,6,30,0
4,32,1,2,73,1,31,9,5,33,0
3,34,1,1,53,0,52,4,5,33,1
5,40,1,4,59,1,38,3,6,34,0
2,27,2,1,64,0,45,4,1,20,1
4,34,3,1,60,0,43,4,7,19,0
1,36,3,1,85,2,34,6,6,33,0
4,37,2,1,63,1,43,3,3,40,0
5,33,3,1,59,2,36,10,7,29,0
4,40,4,2,82,0,41,8,6,22,0
5,20,0,1,47,1,45,4,5,20,1
4,33,3,1,77,1,28,5,2,34,0
1,31,1,0,55,1,46,6,4,29,1
11,34,4,0,64,0,20,6,5,38,0
3,44,3,2,63,2,20,5,4,27,0
6,37,1,2,69,2,33,5,6,21,0
5,28,2,2,72,0,37,4,2,29,0
3,27,0,1,34,0,44,5,6,32,1
5,42,1,0,63,2,36,5,5,28,0
8,41,2,1,63,1,30,4,8,30,0
4,15,1,0,50,0,50,8,2,21,1
1,45,1,2,64,1,41,8,3,34,0
3,36,1,3,70,1,31,3,8,34,0
7,34,1,0,51,4,39,6,5,30,0
5,32,2,0,58,1,33,2,3,33,0
3,29,1,1,60,1,27,3,5,25,1
2,20,1,1,44,0,35,5,5,26,1
1,37,2,0,59,1,39,7,1,32,1
6,27,2,2,78,2,30,7,7,34,0
5,33,3,2,74,1,18,6,3,33,0
3,24,2,1,61,1,30,8,6,21,1
6,35,0,4,55,0,16,2,7,30,0
3,41,3,2,72,1,20,6,5,32,0
2,27,0,0,47,1,35,6,2,22,1
1,21,2,1,49,1,20,4,1,25,1
3,37,2,0,73,4,15,5,8,35,0
4,27,1,1,54,1,23,9,2,33,1
4,27,2,2,50,1,29,3,1,24,1
4,26,1,0,57,0,34,3,0,21,1
6,43,3,2,60,2,39,5,8,32,0
2,16,1,0,49,0,35,8,2,20,1
5,47,2,4,62,1,32,6,7,35,0
9,31,3,3,74,1,24,8,8,27,0
4,20,0,1,38,1,21,4,0,29,1
3,30,0,0,64,2,41,8,6,17,1
2,17,2,0,52,0,26,8,2,30,1
5,40,2,1,74,0,36,5,7,30,0
2,31,5,2,73,2,16,4,7,29,0
2,33,0,2,57,0,23,6,3,22,1
3,31,0,0,38,1,47,8,1,32,1
5,37,2,1,67,1,17,4,9,33,0
3,31,2,1,78,3,30,4,3,32,0
4,27,0,3,49,0,29,7,1,25,1
6,27,0,2,74,1,42,7,4,36,0
2,27,1,0,70,3,35,8,6,28,0
2,28,2,1,43,0,19,7,2,24,1
2,26,1,1,52,1,27,6,4,29,1
4,26,1,1,52,2,54,9,2,25,1
2,26,0,0,54,0,37,7,2,17,1
7,25,5,3,68,0,38,6,5,18,0
5,27,0,0,47,1,40,5,4,30,1
1,26,1,1,48,1,36,5,2,38,1
5,38,3,0,71,2,25,5,6,32,0
5,44,1,2,71,2,42,5,4,34,0
3,34,1,0,68,1,17,6,5,37,0
3,21,0,1,40,0,35,7,4,29,1
5,40,3,2,86,2,35,6,8,30,0
5,30,2,2,72,2,42,8,4,31,0
3,25,4,1,50,1,54,4,2,18,1
3,26,1,0,59,1,32,6,5,25,1
6,34,4,0,82,0,33,4,7,26,0
5,46,0,2,72,1,38,3,6,16,0
4,36,0,3,68,2,42,2,5,22,0
3,29,0,1,48,0,25,7,4,36,0
2,33,2,2,59,1,43,4,3,43,0
11,23,1,2,64,4,20,5,5,28,0
6,36,2,2,84,2,36,4,3,38,0
3,38,0,3,43,1,38,6,6,28,1
6,36,0,1,78,1,36,4,8,20,0
5,41,3,1,72,3,41,4,5,23,0
5,42,3,4,74,0,38,4,4,22,0
5,32,1,1,56,0,24,7,0,19,1
5,31,2,1,71,2,35,10,6,27,0
6,40,3,3,52,0,44,0,5,40,0
4,28,1,2,51,0,21,6,0,27,1
4,15,0,0,40,2,34,6,4,19,1
5,36,2,1,65,3,37,6,6,32,0
5,27,2,0,51,1,32,5,0,26,1
8,27,0,1,64,1,19,3,5,33,0
2,26,2,0,59,1,44,5,3,20,1
4,26,3,0,73,1,34,7,7,37,0
3,20,1,0,45,0,38,7,6,21,1
4,39,3,0,62,3,36,4,6,33,0
4,33,0,2,75,0,24,3,4,27,0
4,29,3,1,74,2,20,6,6,32,0
1,25,2,1,73,2,19,7,4,32,0
3,29,2,1,66,1,25,8,4,32,0
5,22,0,2,41,2,47,3,5,22,1
1,39,3,2,64,2,18,5,3,24,0
5,33,0,0,60,0,20,6,6,29,1
4,40,2,1,75,1,18,5,6,39,0
6,33,0,1,81,2,15,6,4,26,0
4,29,2,1,69,2,26,8,3,35,0
8,28,1,0,41,1,40,4,4,24,1
4,34,5,1,62,2,20,5,4,32,0
1,26,2,0,66,0,28,6,4,21,1
4,24,2,1,44,1,39,9,4,33,1
4,35,4,1,73,1,42,8,8,27,0
2,39,2,2,63,0,40,8,4,40,0
6,33,3,2,67,1,17,4,7,23,0
2,30,0,1,51,0,52,4,6,25,1
5,30,2,0,59,1,43,4,5,44,0
3,37,2,1,74,0,21,1,5,34,0
3,34,2,3,66,1,29,7,5,21,0
4,29,2,3,46,1,26,6,2,14,1
5,41,2,1,56,3,31,5,6,28,0
3,27,3,0,34,0,40,11,4,20,1
7,32,0,2,61,1,32,6,4,38,0
6,41,1,0,66,2,43,6,3,23,0
8,28,1,0,50,1,23,4,1,28,1
7,36,2,3,78,3,18,6,5,21,0
4,26,0,0,56,1,27,6,1,32,1
3,31,1,0,55,0,48,11,6,21,1
5,34,3,3,79,1,38,8,7,36,0
5,30,1,1,60,0,32,6,1,31,1
5,44,3,2,77,0,27,4,8,34,0
9,45,4,1,62,1,32,4,6,32,0
3,51,0,2,61,0,28,2,3,31,0
7,36,1,0,60,3,31,7,6,41,0
4,34,3,2,70,0,32,6,7,29,0
3,36,2,1,80,1,19,4,6,27,0
4,30,1,0,52,1,50,6,1,28,1
2,23,2,0,60,1,34,6,2,30,1
1,25,1,2,51,1,21,9,6,21,1
5,42,3,0,72,3,28,6,7,28,0
5,40,0,1,44,1,30,5,2,27,1
4,23,4,1,42,0,41,6,5,25,1
2,33,1,0,44,0,34,6,7,31,1
5,28,4,2,75,2,39,8,5,25,0
4,25,1,0,47,1,36,4,0,20,1
6,23,3,0,39,1,43,4,2,21,1
4,24,1,0,47,0,30,6,5,40,1
6,33,1,2,66,2,18,6,8,24,0
6,38,3,2,71,1,24,7,8,28,0
5,33,4,1,72,3,19,6,7,38,0
5,36,2,1,53,1,22,8,5,22,1
6,25,1,1,45,0,49,7,0,30,1
2,24,2,1,45,1,48,6,5,30,1
3,30,0,0,67,0,39,9,2,17,1
6,42,0,2,67,0,30,6,5,32,0
3,40,1,0,73,1,16,2,7,27,0
4,38,1,0,57,0,22,9,2,26,1
3,32,2,1,52,2,18,5,8,25,0
1,30,1,2,46,1,39,13,0,29,1
4,30,3,1,80,1,19,6,5,28,0
1,29,2,1,44,1,49,5,6,25,1
2,32,3,0,45,0,52,7,2,24,1
6,43,3,1,65,3,29,5,3,28,0
3,40,1,2,64,0,28,3,8,26,0
7,29,5,3,81,3,31,7,6,32,0
2,33,3,3,87,1,16,10,3,31,0
6,34,2,1,78,2,32,4,3,24,0
1,29,1,0,53,0,28,6,1,29,1
7,24,2,0,57,0,39,11,1,19,1
4,28,3,1,61,2,16,2,7,31,0
4,37,1,2,74,2,16,5,5,31,0
4,21,0,0,48,1,29,7,2,22,1
5,17,2,0,73,0,38,9,4,29,0
6,26,0,1,68,2,21,2,4,26,0
4,25,0,0,69,1,34,6,5,32,1
3,31,1,0,60,0,52,3,0,17,1
9,44,0,0,72,1,39,6,4,28,0
8,29,2,1,81,1,18,3,3,37,0
5,36,2,1,41,0,36,5,4,25,1
5,24,1,1,56,1,39,10,4,35,1
6,37,3,2,58,1,17,9,4,22,0
6,30,2,4,80,2,17,4,3,33,0
6,24,0,0,50,2,31,8,5,36,0
3,25,1,1,53,2,50,11,0,27,1
4,34,3,0,60,0,16,6,4,38,0
6,42,0,1,84,1,31,6,7,30,0
2,30,3,1,53,1,23,3,1,28,1
2,32,2,1,61,3,31,6,7,19,0
3,36,0,0,51,2,46,7,2,28,1
3,31,1,0,45,0,29,3,4,34,1
3,37,2,0,55,0,43,4,8,33,0
2,42,0,1,68,0,43,4,8,27,0
7,37,2,2,79,3,22,6,8,42,0
5,41,2,2,77,2,15,9,6,22,0
5,29,4,2,96,2,27,6,8,39,0
3,50,2,2,64,0,26,5,7,30,0
5,41,5,1,71,1,17,7,3,43,0
4,34,1,2,78,1,32,8,8,26,0
1,37,0,3,69,1,38,6,8,23,0
6,28,2,2,53,1,44,3,6,43,0
8,23,2,1,60,3,31,6,5,24,0
8,40,2,2,73,1,16,5,4,30,0
6,38,1,0,84,1,34,7,7,22,0
4,34,0,1,47,0,41,7,1,29,1
4,36,2,1,77,0,31,6,7,24,0
3,33,1,0,77,1,17,7,3,34,0
9,28,0,1,55,2,17,4,6,29,0
3,31,0,2,43,0,45,8,2,17,1
3,32,2,1,52,2,53,9,3,27,1
5,23,0,0,53,1,48,6,0,22,1
3,26,2,1,49,0,21,8,0,26,1
7,39,1,2,69,2,44,6,6,41,0
3,35,3,2,53,3,19,7,5,26,0
3,38,2,1,67,2,31,3,3,39,0
3,33,1,1,49,1,43,1,0,21,1
3,37,1,0,60,0,17,5,3,30,0
2,33,1,1,52,1,37,5,4,24,1
6,30,3,1,80,2,27,8,5,32,0
3,34,1,2,84,1,34,9,7,34,0
3,28,4,3,61,0,36,7,3,27,0
4,23,2,1,70,0,18,9,6,33,0
5,36,2,3,65,1,42,9,6,28,0
4,20,1,2,46,1,47,10,0,18,1
7,29,1,0,51,0,43,4,4,23,1
4,25,1,1,46,0,47,4,4,28,1
4,40,2,1,56,1,20,6,6,24,0
3,37,4,3,60,2,19,4,4,31,0
1,18,1,1,39,1,26,7,1,19,1
3,30,3,1,69,1,25,2,7,22,0
4,37,1,0,64,2,26,5,3,35,0
1,29,2,0,54,1,33,6,4,20,1
4,35,2,2,58,1,15,3,3,27,0
3,15,0,1,49,1,26,10,3,25,1
1,30,2,0,68,1,35,5,3,30,1
2,38,3,3,65,1,40,7,6,29,0
4,26,1,2,44,2,48,5,0,29,1
4,25,0,1,48,1,43,5,5,22,1
2,25,1,2,43,2,38,7,0,27,1
4,22,1,0,63,1,26,9,6,27,1
5,37,3,1,76,0,35,5,3,21,0
3,35,3,2,80,2,28,5,7,33,0
4,24,1,1,48,0,45,6,1,26,1
3,26,0,0,54,0,49,5,0,25,1
5,38,2,1,64,0,43,1,3,31,0
2,29,1,0,55,1,37,11,3,27,1
4,28,0,1,46,0,40,5,2,23,1
2,20,0,0,57,0,21,4,5,28,1
6,34,4,3,68,0,35,5,3,31,0
5,36,4,1,76,3,38,6,8,34,0
5,39,1,0,43,3,25,9,6,24,0
2,22,1,1,59,1,52,7,2,35,1
5,33,2,1,80,1,26,3,4,43,0
3,29,1,1,44,1,27,9,2,29,1
6,36,3,2,82,2,17,7,5,28,0
4,28,2,0,50,1,34,8,5,33,1
5,39,2,1,69,1,17,2,6,22,0
6,29,5,2,68,2,40,6,8,28,0
5,33,1,0,59,1,41,8,3,26,1
3,26,0,0,38,0,28,4,2,23,1
5,39,2,3,81,1,36,6,8,26,0
4,49,2,2,74,2,29,6,4,32,0
4,22,2,0,44,0,42,9,0,30,1
3,42,1,0,49,0,39,2,4,25,1
4,36,3,1,61,2,33,6,7,28,0
4,40,2,1,57,2,37,0,3,28,0
7,41,2,3,70,2,40,9,5,36,0
2,24,2,2,47,1,41,6,1,16,1
2,37,3,2,70,1,26,9,5,34,0
3,24,1,1,63,2,42,11,1,40,1
2,26,2,0,60,1,43,7,4,24,1
2,29,0,1,45,0,37,8,3,30,1
1,24,1,0,38,1,53,9,5,21,1
6,42,3,2,56,1,22,3,5,34,0
2,36,3,1,58,1,42,6,7,23,0
5,47,2,4,69,1,15,8,8,42,0
3,25,0,0,48,0,43,5,4,35,1
6,36,2,1,52,1,21,9,8,30,0
5,46,4,2,62,1,27,5,6,27,0
3,34,0,1,49,2,53,4,6,27,1
3,24,0,0,55,1,39,7,4,30,1
5,47,3,2,67,0,25,10,8,34,0
8,35,5,2,76,2,37,9,6,36,0
2,21,1,2,40,0,23,8,1,32,1
6,39,4,0,69,2,30,6,8,29,0
6,37,3,2,64,1,20,4,8,32,0
2,29,0,0,55,0,34,6,2,27,1
1,23,1,0,32,0,25,7,2,37,1
2,33,3,0,77,0,27,6,5,35,0
7,41,3,0,78,2,15,5,4,27,0
2,28,1,2,54,0,38,5,3,21,1
2,24,0,0,49,1,25,5,3,23,1
3,30,3,2,60,0,15,7,9,34,0
4,23,1,2,52,0,47,8,5,23,1
7,38,1,2,70,2,33,3,8,25,0
9,36,2,2,77,2,20,3,6,26,0
3,10,1,0,57,1,49,7,4,16,1
5,18,1,1,44,1,27,10,4,30,1
5,36,1,2,69,0,30,3,2,38,0
7,32,3,2,72,3,31,3,5,29,0
5,35,1,1,72,2,34,6,7,31,0
4,21,2,1,66,0,49,10,6,32,1
3,32,0,0,44,2,47,7,1,23,1
7,22,0,0,47,2,44,2,1,13,1
4,19,0,1,40,0,35,6,5,20,1
4,33,0,0,49,0,20,5,0,27,1
3,37,1,1,75,2,33,7,5,40,0
5,15,1,1,37,0,31,6,5,17,1
3,28,2,4,58,2,18,7,7,28,0
4,29,0,0,41,2,23,6,0,28,1
5,38,3,1,64,2,33,5,7,21,0
3,25,5,2,76,1,23,3,7,24,0
5,31,0,1,35,0,21,6,0,25,1
3,29,2,0,43,1,35,4,4,27,1
3,24,1,0,47,1,42,4,2,25,1
10,42,1,2,70,0,36,4,5,20,0
4,26,1,0,53,1,34,6,6,13,1
2,31,0,2,68,1,18,5,3,17,0
7,31,2,0,75,2,18,2,6,31,0
3,27,2,0,63,0,34,5,4,23,0
7,39,2,2,65,0,31,7,4,30,0
6,36,0,0,57,0,34,10,7,27,0
4,22,1,0,56,0,43,5,5,25,1
1,26,1,2,54,2,28,8,2,27,1
6,38,1,0,73,2,36,10,3,31,0
2,25,1,0,46,0,49,8,0,22,1
2,26,0,1,33,0,45,3,6,20,1
2,30,1,1,53,0,33,10,5,19,1
4,27,1,1,88,2,33,5,4,34,0
3,21,1,0,52,1,26,3,4,20,1
3,36,1,3,56,0,25,4,5,38,0
2,34,1,0,48,2,46,7,6,21,1
1,17,1,1,43,1,22,4,6,29,1
2,27,1,0,50,1,45,3,3,34,1
5,40,2,1,82,1,26,5,3,38,0
6,29,0,1,47,0,32,6,6,15,1
2,13,0,0,55,2,41,4,0,18,1
4,24,0,2,60,0,25,4,5,23,1
5,32,1,1,59,1,20,9,5,31,0
3,21,1,2,45,1,41,7,2,33,1
4,41,4,0,55,2,35,5,3,22,0
3,28,0,0,48,0,44,8,4,30,1
5,25,1,0,50,1,47,8,4,26,1
3,25,2,1,57,1,49,8,3,18,1
4,36,2,1,55,1,34,6,8,38,0
2,22,0,1,58,1,52,7,3,20,1
5,30,1,0,54,2,30,6,4,23,1
6,47,1,0,63,3,16,3,5,18,0
4,36,1,0,69,1,40,6,5,23,0
